,d_perg,pergunta,assunto,local,d_resp,resp,status
0,28/05/2022 às 08:51,Desrespeito e enganação,"['Financeiras', 'Cobrança indevida']",Brasília - DF,,,Não respondida
1,28/05/2022 às 08:34,Quero o meu dinheiro ,"['Financeiras', 'Cobrança indevida']",Vitória da Conquista - BA,,,Não respondida
2,28/05/2022 às 07:50,taxa conversor de moeda,"['Cartão de crédito', 'Cobrança indevida']",São Paulo - SP,,,Não respondida
3,28/05/2022 às 06:57,Cobrança indevida taxa de máquina,['Outro Tipo de produto/Serviço'],Brasília - DF,,,Não respondida
4,28/05/2022 às 04:27,Cielo [Editado pelo Reclame Aqui] e enrrolada ,"['Recuperadora de créditos-Cobranças', 'Cobrança indevida']",Ribeirão Preto - SP,,,Não respondida
5,27/05/2022 às 19:45,Venda rápida ,['Outro Tipo de produto/Serviço'],Campo Grande - MS,,,Não respondida
6,27/05/2022 às 17:34,Reclamação,['Outro Tipo de produto/Serviço'],Diadema - SP,,,Não respondida
7,27/05/2022 às 15:46,BLOQUEIO NOS RECEBIVEIS - ANTECIPAÇÃO ,"['Financeiras', 'Não recebimento de cartão']",Praia Grande - SP,,,Não respondida
8,27/05/2022 às 13:52,Cobrança,"['Financeiras', 'Cobrança indevida']",Sorocaba - SP,,,Não respondida
9,27/05/2022 às 13:49,Estão me cobrando para cancelar uma venda ,"['Financeiras', 'Cancelamento']",Recife - PE,27/05/2022 às 15:32,"Olá Stella.Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Conforme conversamos hoje dia 27/05, agenda financeira de seu cadastro não possui saldo disponível para o cancelamento.E conforme clausula 16ª do contrato Cielo, quando não possuir saldo disponível na agenda financeira, será necessário o pagamento do boleto para que haja saldo em sua agenda. Logo após ter saldo disponível em agenda, o cancelamento poderá ser realizado.Consequentemente devido a vocês não estarem cientes desse contrato, solicitaram o cancelamento do cadastro.Sendo assim solicitamos a retirada do equipamento. Prazo para conclusão é de 5 dias úteis.E para mantermos um bom relacionamento, realizamos o estorno em caráter de exceção das últimas 3 cobranças de aluguel. Dentro de 3 dias úteis será efetivado em sistema.Estamos à disposição para auxiliar em qualquer dúvida, as nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/).“Nosso compromisso é com você na luta de todo dia. Fomos indicados ao Prêmio Reclame Aqui, que reconhece as empresas com melhor atendimento ao cliente no Brasil! Ajude a gente, acessando: https://premio.reclameaqui.com.br/votacao/meios-de-pagamento-eletronico/cielo/51/10495.Abraços,FelipeEquipe Cielo",Respondida
10,27/05/2022 às 13:42,Falta de Atenção e Solução ao problema de Antecipação ,['Outro Tipo de produto/Serviço'],Três Corações - MG,27/05/2022 às 15:02,"Olá Daniele,Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Conforme falamos em 27/05/2022, verificamos que a antecipação realizada foi enviada ao Banco cadastrado para recebimento no mesmo dia da contratação em 23/05/2022, não tendo nenhuma divergência de valores, sendo assim, enviamos em seu e-mail privado cadastrado na manifestação, o documento com os números de liquidações dos valores enviados ao seu Banco para que possa verificar junto ao mesmo.Estamos à disposição para auxiliar em qualquer dúvida. Nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/)Atenciosamente,Maria GesikaEquipe Cielo",Respondida
11,27/05/2022 às 12:59,"Retorno da função de ""antecipação avulsa"" de recebíveis",['Outro Tipo de produto/Serviço'],Rio de Janeiro - RJ,27/05/2022 às 13:55,"Olá Neusa, boa tarde!Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Tentei contato no dia 27/05 as 13:54, mas sem sucesso.Analisando seu cpf, nao foi identificado antecipação programada ativado e analisando a antecipação avulsa esta ativo e tem saldo disponivel conforme informacoes no site. Basta entrar no site Cielo e solicitar a antecipação avulsa na aba anteicpações contratar anteicpação avulsa agenda cielo. Reforçamos também que estamos à disposição para te ajudar com eventuais dúvidas por meio dos nossos canais de atendimento.Abraços,AntonioEquipe Cielo",Resolvido
12,27/05/2022 às 12:59,Reembolso,"['Financeiras', 'Cobrança indevida']",Rio de Janeiro - RJ,27/05/2022 às 14:23,"Olá Andréa,Nós da Cielo acreditamos que a transparência é um dever recorrente, com isso, nada melhor que manter este lema, e esclarecermos cada ponto da sua reclamação. Conforme conversamos em 27/05/2022 ás 14h10, no telefone: (21) xxxxx-9937, ao trabalhar sua reclamação com nossa área comercial, concluímos que a cobrança é devida, pois trata-se de uma cobrança de aluguel referente ao mês 05/2022. Entretanto, tivemos o cuidado em analisar cada informação dada por você, junto as informações que temos acesso internamente. Visando uma boa parceria entre a gente, solicitamos o estorno desta cobrança em caráter de exceção, o mesmo constará como totalmente liquidado dentro de 3 dias úteis.Além disso, reforçamos que a vigência da negociação realizada anteriormente continua ativa normalmente em sistema.Ressaltamos que esta análise foi enviada por completo a seu e-mail, dita também, pelo nosso contato via telefone.Estamos à disposição para auxiliar em qualquer dúvida, as nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/).Att,Felipe-Equipe Cielo",Respondida
13,27/05/2022 às 12:37,Sobre a Maquinha de cartão,['Outro Tipo de produto/Serviço'],Tupã - SP,,,Não respondida
14,27/05/2022 às 12:18,Dinheiro bloqueado e péssimo atendimento dos consultores,['Outro Tipo de produto/Serviço'],Belo Horizonte - MG,,,Não respondida
15,27/05/2022 às 11:58,Cielo não libera o dinheiro recebido ,"['Financeiras', 'Pagamento não localiado']",São Paulo - SP,,,Não respondida
16,27/05/2022 às 11:41,QUERO ANTECIPAR UM VALOR E A CIELO NÃO ESTA PERMITINDO,"['Aparelhos', 'Dificuldade de cadastro']",Botucatu - SP,,,Não respondida
17,27/05/2022 às 11:32,Cobrança Indevida,"['Financeiras', 'Cobrança indevida']",Santos - SP,,,Não respondida
18,27/05/2022 às 10:58,Não consigo atendimento,"['Financeiras', 'Não recebimento de cartão']",Brasília - DF,,,Não respondida
19,27/05/2022 às 10:57,DANOS MORAIS,['Outro Tipo de produto/Serviço'],EMBU-GUACU - SP,,,Não respondida
20,27/05/2022 às 10:49,Impossível solicitar um cancelamento.,['Outro Tipo de produto/Serviço'],BRASILIA - DF,,,Não respondida
21,27/05/2022 às 10:41,Cieli é uma vergonha!!!!,['Outro Tipo de produto/Serviço'],João Pessoa - PB,,,Não respondida
22,27/05/2022 às 10:37,Cobrança de outra pessoa ,"['Recuperadora de créditos-Cobranças', 'Cobrança indevida']",São Paulo - SP,27/05/2022 às 11:32,"Olá Luciana,Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Conforme solicitado, encaminhamos para inclusão seu número de telefone disponível na manifestação (xx) xxxxx-x911, em nossas bases de NOCONTACT. O prazo para que as ligações cessem é de 5 dias úteis.Pedimos desculpas por qualquer transtorno.Estamos à disposição se você tiver qualquer dúvida.Entre em contato com a nossa Central de Relacionamento de segunda a sábado, das 8h às 22h: 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).Atenciosamente,Equipe Cielo",Respondida
23,27/05/2022 às 09:55,Cobrança indevida,['Outro Tipo de produto/Serviço'],Itaboraí - RJ,,,Não respondida
24,27/05/2022 às 09:51,SIMULAÇÃO DE VENDA NO SITE ENGANA,['Outro Tipo de produto/Serviço'],Capão Bonito - SP,,,Não respondida
25,27/05/2022 às 09:31,EXECUTIVO DE CONTAS COM PÉSSIMO ATENDIMENTO,"['Financeiras', 'Mau atendimento no SAC']",Maringá - PR,,,Não respondida
26,27/05/2022 às 08:52,Desorganizaçao total,[],Salvador - BA,,,Não respondida
27,27/05/2022 às 08:15,"Mais um prazo não cumprido, caso se arrasta a meses",['Outro Tipo de produto/Serviço'],Mauá - SP,,,Não respondida
28,26/05/2022 às 22:52,Juros e taxas abusivas,[],Itaúna - MG,,,Não respondida
29,26/05/2022 às 22:28,CIELO NÃO DEPOSITA O MEU DINHEIRO ,['Outro Tipo de produto/Serviço'],Sidrolândia - MS,,,Não respondida
30,26/05/2022 às 19:54,Cobrança indevida não solucionada,[],Limeira - SP,27/05/2022 às 09:40,"Olá Carlos, bom dia!Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Tentei contato hoje as 09:37, mas sem sucesso.O estorno foi realizado e esta programado para acontecer no dia 30/05 Conforme evidencias enviadas em anexo no seu e-mail pessoal aonde constam todas as marcações e explicações. Reforçamos também que estamos à disposição para te ajudar com eventuais dúvidas por meio dos nossos canais de atendimento.Abraços,AntonioEquipe Cielo",Respondida
31,26/05/2022 às 19:49,ENGANADO,['Outro Tipo de produto/Serviço'],Rio de Janeiro - RJ,,,Não respondida
32,26/05/2022 às 19:35,Cobrança indevida ,['Outro Tipo de produto/Serviço'],Salto - SP,27/05/2022 às 09:52,"Olá Wagner,Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Conforme falamos em 27/05/2022, solicitamos a retirada do débito de sistema em caráter de exceção, visando o nosso bom relacionamento, o mesmo será compensado em agenda financeira em 3 dias úteis, com prazo de até 5 dias úteis para que cessem as cobranças.Estamos à disposição para auxiliar em qualquer dúvida. Nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/)Atenciosamente,Maria GesikaEquipe Cielo",Respondida
33,26/05/2022 às 18:22,"Cobrança indevida, péssimo atendimento! FUJAM DA CIELO","['Financeiras', 'Cobrança indevida']",São Paulo - SP,,,Não respondida
34,26/05/2022 às 17:41,antecipação feita sem pedido,"['Financeiras', 'Divergência de valores']",Caarapó - MS,,,Não respondida
35,26/05/2022 às 16:48,Cobrança ,"['Recuperadora de créditos-Cobranças', 'Cobrança indevida']",Osasco - SP,,,Não respondida
36,26/05/2022 às 16:46,Diferenças de taxas,"['Pagamentos eletrônicos', 'Mau atendimento no SAC']",SANTOS - SP,,,Não respondida
37,26/05/2022 às 16:17,Diferenças nos recebíveis,"['Pagamentos eletrônicos', 'Mau atendimento no SAC']",CAXIAS DO SUL - RS,,,Não respondida
38,26/05/2022 às 16:16,Maquina com problema ,['Outro Tipo de produto/Serviço'],Suzano - SP,,,Não respondida
39,26/05/2022 às 16:12,TAXAS ABSURDAMENTE ALTAS CIELO É PREJUISO,"['Financeiras', 'Valor abusivo']",São Paulo - SP,,,Não respondida
40,26/05/2022 às 16:09,Cancelamento de maquineta,['Outro Tipo de produto/Serviço'],Fortaleza - CE,27/05/2022 às 15:37,"Olá Gervando,Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Conforme conversamos em 27/05/2022 ás 15h25, no telefone: (85) xxxx-1232, concluímos o cancelamento de seu cadastro e informamos que não existe mais nenhum registro ativo vinculado ao seus dados junto a Cielo.A solicitação de retirada da máquina foi efetuada e será concluído em até 5 dias úteis. Pedimos que mantenha o equipamento no endereço informado junto com seus componentes.Reforçamos também que estamos à disposição para te ajudar com eventuais dúvidas por meio dos nossos canais de atendimento.Estamos à disposição para auxiliar em qualquer dúvida. Nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/)Att,Felipe-Equipe Cielo",Respondida
41,26/05/2022 às 16:08,Estorno,"['Pagamentos eletrônicos', 'Dificuldade de cancelamento']",São Paulo - SP,,,Não respondida
42,26/05/2022 às 15:59,Propaganda Enganosa e Cobrança Indevida,['Outro Tipo de produto/Serviço'],Franca - SP,,,Não respondida
43,26/05/2022 às 15:54,Débito indevido,"['Pagamentos eletrônicos', 'Cobrança indevida']",Nilópolis - RJ,,,Não respondida
44,26/05/2022 às 15:46,Cobrança indevida de aluguel,"['Pagamentos eletrônicos', 'Cobrança indevida']",Belo Horizonte - MG,,,Não respondida
45,26/05/2022 às 15:33,taxa debitada em meu extrato,"['Financeiras', 'Cobrança indevida']",Guaratinguetá - SP,,,Não respondida
46,26/05/2022 às 15:16,NÃO CUMPREM O ACORDADO,"['Múltiplo (Débito e crédito)', 'Tarifas']",Ponta Grossa - PR,,,Não respondida
47,26/05/2022 às 14:53,Sou vítima de [Editado pelo Reclame Aqui] e não consigo resolver meu problema com a Cielo,"['Recuperadora de créditos-Cobranças', 'Cobrança indevida']",São Paulo - SP,,,Não respondida
48,26/05/2022 às 14:30,"NO AGUARDO DE UMA POSICAO DO SENHOR GABRIEL DA OUVIDORIA SOBRE PROBLEMA SERIO QUE ESTOIU TENDO COM A EMPRESA CIELO  PROTOCOLOS 6736394 , 2858278, 4418684","['Aparelhos', 'Desliga sozinha']",Brasília - DF,26/05/2022 às 15:04,"Olá Robert,Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Identificamos que sua manifestação encontra-se em andamento com área de Ouvidoria, onde os mesmos lhe retornarão o contato com posicionamento da mesma.Estamos à disposição para auxiliar em qualquer dúvida, as nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/).Atenciosamente,Equipe Cielo",Em réplica
49,26/05/2022 às 14:07,Denuncia de [Editado pelo Reclame Aqui] pelo consultor cielo e problemas para alterar domicilio bancário,"['Múltiplo (Débito e crédito)', 'Dificuldade de cadastro']",Fortaleza - CE,,,Não respondida
50,26/05/2022 às 13:37,Cobrança que eu não reconheço e 3 tentativas frustradas de contato com a Central de Atendimento,['Outro Tipo de produto/Serviço'],Salvador - BA,26/05/2022 às 15:35,"Olá Luana, boa tarde!Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Tentei contato no dia 26/05 as 15:34, mas sem sucesso.Conforme analisado, o debito em questao é justamente no cadastro do superlink aonde gerou as cobrancas. A cobrança em questao  foi estornada e os ajustes ocorrerao em ate 3 dias úteis. Reforçamos também que estamos à disposição para te ajudar com eventuais dúvidas por meio dos nossos canais de atendimento.Abraços,AntonioEquipe Cielo",Em réplica
51,26/05/2022 às 13:01,Dinheiro nao cai na conta nunca,"['Financeiras', 'Não recebimento de cartão']",Caçador - SC,27/05/2022 às 09:46,"Olá Lilian.Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Para resolver sua solicitação, fizemos uma análise e ao atualizar seu cadastro com a alteração do seu domicílio bancário, constatamos, que a sua nova conta se encontra ativa e apta para o recebimento das suas vendas.Estamos à disposição para auxiliar em qualquer dúvida, as nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/).A sua avaliação para o o atendimento é primordial, contamos com você para medirmos o nosso objetivo, tratar você em primeiro lugar.“Nosso compromisso é com você na luta de todo dia. Fomos indicados ao Prêmio Reclame Aqui, que reconhece as empresas com melhor atendimento ao cliente no Brasil! Ajude a gente, acessando: https://premio.reclameaqui.com.br/votacao/meios-de-pagamento-eletronico/cielo/51/10495.Abraços,FelipeEquipe Cielo",Respondida
52,26/05/2022 às 12:52,Cobrança indevida,"['Financeiras', 'Cobrança indevida']",Ribeirão Preto - SP,,,Não respondida
53,26/05/2022 às 12:42,erro bandeira mastercard,"['Cartão de crédito', 'Problema com o cartão']",Cuiabá - MT,27/05/2022 às 15:09,"Olá, Ronan Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Realizamos o contato na data de hoje dia 27/05/2022 ás 14h53min. pelo telefone (65) xxxxx-9009 citado em sua manifestação. Como dito via contato telefônico, em trabalho conjunto com a nossa área técnica, foram realizados os procedimentos de atualização do equipamento, onde o qual estava apresentando erro de processamento para as transações da bandeira Mastercard, conforme informado ficou efetuar novas transações para confirmar se ocorrerá o erro novamente. Estamos à disposição para auxiliar em qualquer dúvida, as nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/).Atenciosamente, Equipe Cielo",Respondida
54,26/05/2022 às 12:13,RELATORIO DE VENDAS 2021,['Outro Tipo de produto/Serviço'],Rio de Janeiro - RJ,26/05/2022 às 14:33,"Olá, Wanessa Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Entramos em contato com você na data de hoje dia 26/05/2022 ás 12h40min, telefone (21) xxxxx-3836 disponível em sua manifestação no reclame aqui. Conforme solicitado direcionamos ao seu e-mail o informe para DIRF referente ao exercício do ano de 2021.Estamos à disposição para auxiliar em qualquer dúvida. Nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/)A sua avaliação é muito importante para nós, contamos com você para medirmos o controle de qualidade do Reclame Aqui.• Clique em  Minhas reclamações na Área do Consumidor • Localize a reclamação que quer avaliar Cielo • Clique em  Responder/ Avaliar Atenciosamente,Equipe Cielo",Respondida
55,26/05/2022 às 11:49,Cielo não funciona no Nuvemshop,"['Pagamentos eletrônicos', 'Problemas na finalização da compra']",Divinópolis - MG,,,Não respondida
56,26/05/2022 às 11:41,Problemassss com o receba rapido ,"['Financeiras', 'Cobrança indevida']",Rio das Ostras - RJ,,,Não respondida
57,26/05/2022 às 11:38,Cobrança indevida e total descaso! Absurdo!,"['Pagamentos eletrônicos', 'Cobrança indevida']",Salvador - BA,26/05/2022 às 12:10,"Olá Vagner, bom dia!Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.A cobrança em exceção foi estornada em exceção e o ajuste em sistema acontecera em 3 dias úteis. Reforçamos também que estamos à disposição para te ajudar com eventuais dúvidas por meio dos nossos canais de atendimento.Abraços,AntonioEquipe Cielo",Respondida
58,26/05/2022 às 11:18,Não consigo cancelar! Vou abrir um processo  judicial,['Outro Tipo de produto/Serviço'],Belém - PA,27/05/2022 às 10:20,"Olá Adiel!Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Conforme contato telefônico realizado hoje 27/05/2022 às 10h18min, a solicitação de retirada da máquina foi efetuada e será concluído em até 5 dias úteis. Pedimos que mantenha o equipamento no endereço informado junto com seus componentes. Reforçamos também que estamos à disposição para te ajudar com eventuais dúvidas por meio dos nossos canais de atendimento.Estamos à disposição para auxiliar em qualquer dúvida. Nossas centrais estão prontas para atende-lo no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/)Abraços,RayaneEquipe Cielo",Respondida
59,26/05/2022 às 10:45,falta de segurança e [Editado pelo Reclame Aqui]s ,['Outro Tipo de produto/Serviço'],Belo Horizonte - MG,27/05/2022 às 11:09,"Olá jessica, bom dia!Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Realizamos o contato no dia 26/05/22 às 14:07, 26/05/22 às 15:36 , 27/05/22 às 10:12 e 27/05/22 as 11:09  pelo telefone(s) citados na reclamação, além, de encaminharmos mensagens privadas para tratar sua reclamação, porém, não obtivemos sucesso. Estamos à disposição para auxiliar! Por gentileza, ao visualizar esta mensagem utilize o campo “Responder Empresa”, em seu e-mail para entrar em contato conosco.Abraços,AntonioEquipe Cielo",Respondida
60,26/05/2022 às 10:33,Novo Boleto ,"['Financeiras', 'Cobrança indevida']",Porto Ferreira - SP,27/05/2022 às 12:01,"Olá José,Nós da Cielo acreditamos que a transparência é um dever recorrente, com isso, nada melhor que manter este lema, e esclarecermos cada ponto da sua reclamação. Tentamos contato em 27/05/2022 ás 11h50, no telefone: (19) xxxxx-7058, porém sem sucesso. Entretanto, ao trabalhar sua reclamação com nossa área comercial, foram realizadas as devidas análises, e não foram identificados valores em aberto para o seu cadastro. Pedimos por gentileza, que desconsidere o valor de cobrança recebido.Ressaltamos que esta análise foi enviada por completo a seu e-mail.Estamos à disposição para auxiliar em qualquer dúvida, as nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/).Att,Felipe-Equipe Cielo",Resolvido
61,26/05/2022 às 10:30,Cobrança indevida! Nunca tive parceira com o mesmo.,"['Financeiras', 'Cobrança indevida']",Barueri - SP,,,Não respondida
62,26/05/2022 às 10:05,Cielo com proposta enganosas e sem suporte após contratar serviço!,"['Cartão de crédito', 'Propaganda enganosa']",Caieiras - SP,,,Não respondida
63,26/05/2022 às 10:00,Cobrança indevida,"['Pagamentos eletrônicos', 'Cobrança indevida']",Adamantina - SP,,,Não respondida
64,26/05/2022 às 09:59,Cobrança indevida,"['Financeiras', 'Cobrança indevida']",Curitiba - PR,27/05/2022 às 13:18,"Olá Andressa!Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Realizamos os contatos nos dias 26/05/2022 às 11h30min, 26/05/2022 às 14h09min, 27/05/2022 às 09h40min e 27/05/2022 às 13h26min pelo telefone citado na reclamação, além, de encaminharmos mensagens privadas para tratar sua reclamação, porém, não obtivemos sucesso. Estamos à disposição para auxiliar! Por gentileza, ao visualizar esta mensagem utilize o campo “Responder Empresa”, em seu e-mail para entrar em contato conosco.Abraços,RayaneEquipe Cielo",Respondida
65,26/05/2022 às 09:41,Não consigo receber minhas vendas da minha maquina de cartões!!,"['Financeiras', 'Baixa do GRAVAME']",São Paulo - SP,,,Não respondida
66,26/05/2022 às 09:40,NÃO DEPOSITARAM MEU DINHEIRO!,"['Pagamentos eletrônicos', 'Cobrança indevida']",Arapiraca - AL,,,Não respondida
67,26/05/2022 às 09:27,Estou sem receber meu dinheiro 8 meses ,"['Financeiras', 'Descumprimento de acordo']",Nova Iguaçu - RJ,,,Não respondida
68,26/05/2022 às 09:27,Máquina cielo cobrança indevida,[],Rio de Janeiro - RJ,,,Não respondida
69,26/05/2022 às 09:11,Débito inexistente e mal atendimento para resolver ,['Outro Tipo de produto/Serviço'],Carlinda - MT,27/05/2022 às 11:48,"Olá Marcos,Nós da Cielo acreditamos que a transparência é um dever recorrente, com isso, nada melhor que manter este lema, e esclarecermos cada ponto da sua reclamação. Tentamos contato em 27/05/2022 ás 11h40, no telefone: (19) xxxxx-6803, porém sem sucesso, Entretanto, ao trabalhar sua reclamação, verificamos que em análise, identificamos junto ao time responsável, que o pagamento de boleto, foi identificado normalmente, e o mesmo encontra-se baixado em sistema. Ressaltamos que esta análise foi enviada por completo a seu e-mail. Estamos à disposição para auxiliar em qualquer dúvida, as nossas centrais estão prontas para atende-lo (a) no canal que desejar:•  Central de Relacionamento: Atendimento de segunda a sábado das 8h00 às 22h00, nos telefones 4002-5472 (capitais e regiões metropolitanas) e 0800 570 8472 (demais localidades).•  Chat: Através do site Cielo atendimento 24 horas (https://www.cielo.com.br/).Att,Felipe-Equipe Cielo",Resolvido
70,26/05/2022 às 08:56,Maquina de cartão da CIELO,"['Financeiras', 'Cobrança indevida']",São Miguel do Oeste - SC,,,Não respondida
71,26/05/2022 às 08:21,Cielo dobrou minhas taxas depois de um mês de serviço.,[],Iporá - GO,26/05/2022 às 08:57,"Olá Rafael,Pela sua confiança em nosso trabalho, temos a responsabilidade de acompanhar todas as sinalizações de comportamentos que não condizem com a conduta estabelecida pela empresa. Por isso, quando nos deparamos com alguma situação atípica nos comprometemos a buscar a melhor forma para resolução.Como dito por contato telefônico, localizamos as cobranças e elas se referem ao período em que as máquinas ainda ficaram no estabelecimento antes de ser efetuada a retirada. Entretanto, visto que não foi te passado essa informação ao solicitar a retirada, em caráter de exceção, já solicitamos os devidos ajustes das cobranças, com prazo de 3 a 5 dias úteis para compensação sistêmica. Caso esteja recebendo algum contato de cobrança, como: ligações, SMS ou e-mails, os mesmos ainda poderão ocorrer em até 5 dias úteis, após a baixa das cobranças no sistema.Qualquer dúvida, estamos à disposição.Atenciosamente,Rianne - Equipe Cielo",Respondida
